Number,t,E,I,j
391,499.2,-1.005375,-5.416e-06,-4.923636363636364
392,500.5,-0.999,-5.354e-06,-4.867272727272727
393,501.8,-0.9925,-5.287e-06,-4.806363636363637
394,503.0,-0.986125,-5.22e-06,-4.745454545454545
395,504.3,-0.97975,-5.155e-06,-4.686363636363636
396,505.6,-0.973375,-5.096e-06,-4.632727272727273
397,506.9,-0.967,-5.039e-06,-4.580909090909091
398,508.2,-0.9605,-4.984e-06,-4.53090909090909
399,509.4,-0.954125,-4.939e-06,-4.489999999999999
400,510.7,-0.94775,-4.885e-06,-4.4409090909090905
401,512.0,-0.941375,-4.832e-06,-4.392727272727273
402,513.3,-0.935,-4.781e-06,-4.346363636363636
403,514.6,-0.9285,-4.723e-06,-4.293636363636364
404,515.8,-0.922125,-4.672e-06,-4.247272727272727
405,517.1,-0.91575,-4.613e-06,-4.1936363636363625
406,518.4,-0.909375,-4.555e-06,-4.140909090909091
407,519.7,-0.903,-4.499e-06,-4.089999999999999
408,521.0,-0.8965,-4.438e-06,-4.034545454545454
409,522.2,-0.890125,-4.382e-06,-3.983636363636363
410,523.5,-0.88375,-4.324e-06,-3.93090909090909
411,524.8,-0.877375,-4.256e-06,-3.869090909090909
412,526.1,-0.870875,-4.2e-06,-3.818181818181817
413,527.4,-0.8645,-4.139e-06,-3.762727272727272
414,528.6,-0.858125,-4.077e-06,-3.706363636363636
415,529.9,-0.85175,-4.02e-06,-3.654545454545454
416,531.2,-0.845375,-3.961e-06,-3.6009090909090906
417,532.5,-0.838875,-3.894e-06,-3.54
418,533.8,-0.8325,-3.843e-06,-3.493636363636364
419,535.0,-0.826125,-3.778e-06,-3.434545454545454
420,536.3,-0.81975,-3.722e-06,-3.3836363636363638
421,537.6,-0.813375,-3.675e-06,-3.3409090909090904
422,538.9,-0.806875,-3.615e-06,-3.286363636363636
423,540.2,-0.8005,-3.572e-06,-3.247272727272727
424,541.4,-0.794125,-3.519e-06,-3.1990909090909088
425,542.7,-0.78775,-3.473e-06,-3.157272727272727
426,544.0,-0.78125,-3.428e-06,-3.116363636363636
427,545.3,-0.774875,-3.388e-06,-3.08
428,546.6,-0.7685,-3.339e-06,-3.035454545454545
429,547.8,-0.762125,-3.312e-06,-3.0109090909090903
430,549.1,-0.75575,-3.268e-06,-2.9709090909090903
431,550.4,-0.74925,-3.228e-06,-2.934545454545454
432,551.7,-0.742875,-3.202e-06,-2.9109090909090907
433,553.0,-0.7365,-3.169e-06,-2.880909090909091
434,554.2,-0.730125,-3.125e-06,-2.840909090909091
435,555.5,-0.72375,-3.108e-06,-2.825454545454545
436,556.8,-0.71725,-3.077e-06,-2.797272727272727
437,558.1,-0.710875,-3.039e-06,-2.7627272727272727
438,559.4,-0.7045,-3.02e-06,-2.745454545454545
439,560.6,-0.698125,-2.994e-06,-2.7218181818181817
440,561.9,-0.69175,-2.956e-06,-2.687272727272727
441,563.2,-0.68525,-2.943e-06,-2.6754545454545453
