Number,t,E,I,j
426,544.0,-0.78125,-1.157e-06,-1.0518181818181818
427,545.3,-0.774875,-1.152e-06,-1.0472727272727271
428,546.6,-0.7685,-1.13e-06,-1.0272727272727271
429,547.8,-0.762125,-1.117e-06,-1.0154545454545454
430,549.1,-0.755625,-1.114e-06,-1.0127272727272727
431,550.4,-0.74925,-1.098e-06,-0.998181818181818
432,551.7,-0.742875,-1.084e-06,-0.9854545454545452
433,553.0,-0.7365,-1.067e-06,-0.97
434,554.2,-0.730125,-1.053e-06,-0.9572727272727272
435,555.5,-0.723625,-1.04e-06,-0.9454545454545454
436,556.8,-0.71725,-1.016e-06,-0.9236363636363636
437,558.1,-0.710875,-9.83e-07,-0.8936363636363636
438,559.4,-0.7045,-9.684e-07,-0.8803636363636362
439,560.6,-0.698,-9.39e-07,-0.8536363636363636
440,561.9,-0.691625,-9.14e-07,-0.8309090909090908
441,563.2,-0.68525,-8.913e-07,-0.8102727272727273
442,564.5,-0.678875,-8.583e-07,-0.7802727272727271
443,565.8,-0.6725,-8.185e-07,-0.744090909090909
444,567.0,-0.666,-7.673e-07,-0.6975454545454546
445,568.3,-0.659625,-7.112e-07,-0.6465454545454544
446,569.6,-0.65325,-6.746e-07,-0.6132727272727272
447,570.9,-0.646875,-6.104e-07,-0.5549090909090909
448,572.2,-0.6405,-5.426e-07,-0.4932727272727272
449,573.4,-0.634,-4.674e-07,-0.4249090909090909
450,574.7,-0.627625,-3.845e-07,-0.3495454545454545
451,576.0,-0.62125,-3.01e-07,-0.2736363636363636
452,577.3,-0.614875,-1.778e-07,-0.1616363636363636
453,578.6,-0.6085,-7.736e-08,-0.0703272727272727
454,579.8,-0.602,5.632e-08,0.0511999999999999
455,581.1,-0.595625,1.87e-07,0.1699999999999999
456,582.4,-0.58925,3.37e-07,0.3063636363636363
457,583.7,-0.582875,4.96e-07,0.4509090909090908
458,585.0,-0.5765,6.548e-07,0.5952727272727272
459,586.2,-0.57,8.229e-07,0.748090909090909
460,587.5,-0.563625,9.704e-07,0.8821818181818182
461,588.8,-0.55725,1.116e-06,1.0145454545454544
462,590.1,-0.550875,1.228e-06,1.1163636363636362
463,591.4,-0.544375,1.318e-06,1.198181818181818
464,592.6,-0.538,1.375e-06,1.25
465,593.9,-0.531625,1.425e-06,1.2954545454545452
466,595.2,-0.52525,1.429e-06,1.299090909090909
467,596.5,-0.518875,1.415e-06,1.2863636363636364
468,597.8,-0.5125,1.376e-06,1.250909090909091
469,599.0,-0.506,1.325e-06,1.2045454545454544
470,600.3,-0.499625,1.27e-06,1.1545454545454543
471,601.6,-0.49325,1.213e-06,1.1027272727272728
472,602.9,-0.486875,1.142e-06,1.0381818181818183
473,604.2,-0.480375,1.081e-06,0.9827272727272726
474,605.4,-0.474,1.031e-06,0.9372727272727271
475,606.7,-0.467625,9.678e-07,0.8798181818181818
